id,name,phone number,address,Typeofbuilding,budget,dateofcompletion,location,square feet,category
1081,Kohana,9126483974,"Shree Mahalaxmi Nagar, Bibwewadi, , Pune, Maharashtra",ResidentialBuildings,10590000,10/31/2025,"dayasagar sahakari gruha rachna society, Yerwada, , Pune, Maharashtra",1650,
1082,Komathi,9127263907,"GK Royal Rahadki Greens Phase 1, Shivraj Nagar,Rahatani, , Pune, Maharashtra",ResidentialBuildings,9480000,11-08-2025,"Anandnagar park Society, Mayur Colony, , Pune, Maharashtra",1650,
1083,Kosi,9124587391,"Kumar Aangan, Yerwada, , Pune, Maharashtra",ResidentialBuildings,11840000,11/16/2025,"Shiv Palace, Anand Nagar, , Pune, Maharashtra",1650,
1084,Kousika,9124986954,"Mohite Paradise-G, Anand Nagar, , Pune, Maharashtra",ResidentialBuildings,12790000,11/24/2025,"The Greater Ganga Panama, Pimple Nilakh, , Pune, Maharashtra",1650,
1085,Koyel,9125681253,"Bramha Sun City Phase 2, Kalyani Nagar, , Pune, Maharashtra",ResidentialBuildings,11190000,12-02-2025,"10 Vrindavan Phase 2, Vishrantwadi, , Pune, Maharashtra",1650,
1086,Krishani,9128420831,"Patil Regency, Erandwane, , Pune, Maharashtra",ResidentialBuildings,10190000,12-10-2025,"silver oak, , Pune, Maharashtra",1650,
1087,Krishti,9127264879,"Prasun Loreto, Kharadi, , Pune, Maharashtra",ResidentialBuildings,9440000,12/18/2025,"Prestige Panorama, Mundhawa, , Pune, Maharashtra",1650,
1088,Krithya,9125478571,"pawan bhakti building, Talegaon Dabhade, , Pune, Maharashtra",ResidentialBuildings,10890000,12/26/2025,"Ganraj Angan Apartment, Somnath Nagar, , Pune, Maharashtra",1650,
1089,Krshnavi,9125485143,"Mandake Anubhav, Rambaug Colony, , Pune, Maharashtra",ResidentialBuildings,11090000,01-03-2026,"pushpa Square , Dange Chowk, , Pune, Maharashtra",1650,
1090,Kruthi,9127986542,"Hill Shire, Wagholi, , Pune, Maharashtra",ResidentialBuildings,9990000,01-11-2026,"Wadgaon Sheri, , Pune, Maharashtra",1650,
1091,Kshanaprabha,9124382459,"Radhanagri Housing Society, Bhosari, , Pune, Maharashtra",ResidentialBuildings,12190000,1/19/2026,"Belvalkar Solacia, Wagholi, , Pune, Maharashtra",1650,
1092,Kshirin,9125336458,"On Request, Wakad, , Pune, Maharashtra",ResidentialBuildings,12190000,1/27/2026,"Tirupati Campus Phase 2, Adarsh Colony, , Pune, Maharashtra",1650,
1093,Kshyama,9125337815,"Rakshak Nagar Society, Kharadi, , Pune, Maharashtra",ResidentialBuildings,12290000,02-04-2026,"Sollana Society, Thergaon, , Pune, Maharashtra",1650,
1094,Kulina,9125338174,"Gulmohar Residency Ambegaon, Ambegaon Bk, , Pune, Maharashtra",ResidentialBuildings,12290000,02-12-2026,"Kohinoor Towers, Pimpri, , Pune, Maharashtra",1650,
1095,Kumudha,9124387465,"Mittal Sun Planet, Anand Nagar, , Pune, Maharashtra",ResidentialBuildings,12090000,2/20/2026,"Amar Heights, Bopodi, , Pune, Maharashtra",1650,
1096,Kundhan,9125339274,"Mundhwa, , Pune, Maharashtra",ResidentialBuildings,12190000,2/28/2026,"Ganga Osian Meadows, Thergaon, , Pune, Maharashtra",1650,
1097,Kunjana,9124389621,"Nestaway-67165, Aundh, , Pune, Maharashtra",ResidentialBuildings,12190000,03-08-2026,"BA Vermont, Wagholi, , Pune, Maharashtra",1650,
1098,Kunti,9125428107,"GK Rose Valley, Pimple Saudagar, , Pune, Maharashtra",ResidentialBuildings,12090000,3/16/2026,"Windsor Estate, Adarsh Nagar, , Pune, Maharashtra",1650,
1099,Kushala,9128279734,"Laxmi Darshan, Tingre Nagar, , Pune, Maharashtra",ResidentialBuildings,12090000,3/24/2026,"suyog apartment, Dahanukar Colony, , Pune, Maharashtra",1650,
1100,Kusumaprabha,9125478122,"Goel Ganga Hamlet, Viman Nagar, , Pune, Maharashtra",ResidentialBuildings,12090000,04-01-2026,"Raag Villas, Koregaon Park, , Pune, Maharashtra",1650,
1101,Kuvalai,9124458637,"TCG The Crown Greens, Hinjewadi Phase 2, , Pune, Maharashtra",ResidentialBuildings,12090000,04-09-2026,"Dhanori, , Pune, Maharashtra",1650,
1102,Kyna,9192808074,"Rama Melange Residences, Hinjewadi, , Pune, Maharashtra",ResidentialBuildings,12090000,4/17/2026,"Om Laxmi Niwas Apartment, Prabhat Road, , Pune, Maharashtra",1650,
1103,Kaanavi,9196078002,"Amar srushti, Vitthal Nagar, , Pune, Maharashtra",ResidentialBuildings,12090000,4/25/2026,"Kohinoor Shangrilla, Morwadi, , Pune, Maharashtra",1650,
1104,Kaarnee,9127649215,"Nyati Empire, Kharadi, , Pune, Maharashtra",ResidentialBuildings,12090000,05-03-2026,"Vardhaman Dreams, Kaspate Vasti, , Pune, Maharashtra",1650,
1105,Kaarthikayini,9121768346,"Moze Unique Residency, Wagholi, , Pune, Maharashtra",ResidentialBuildings,12090000,05-11-2026,"Mittal Society, Pratik Nagar, , Pune, Maharashtra",1650,
1106,Kaarunyaa,9123781657,"sushila residency, Kharadi, , Pune, Maharashtra",ResidentialBuildings,12090000,5/19/2026,"GK Roseland Residency, Pimple Saudagar, , Pune, Maharashtra",1650,
1107,Kaavaeri,9123781657,"Shri Niwas Vihar, Narhe, , Pune, Maharashtra",ResidentialBuildings,12090000,5/27/2026,"Wadgaon Sheri, , Pune, Maharashtra",1650,
1108,Kaavinthra,9123781657,"on request, Wakad, , Pune, Maharashtra",ResidentialBuildings,12090000,06-04-2026,"Purple Cloud 9, NIBM, , Pune, Maharashtra",1650,
1109,Kaaviyashree,9123781657,"Global Precioso, Eon Free Zone , , Pune, Maharashtra",ResidentialBuildings,12090000,06-12-2026,"Jawalkar Nagar, , Pune, Maharashtra",1650,
1110,Adhith,9123767683,"SRK Herambh, Pashan-Sus Road, , Pune, Maharashtra",StorageBuildings,26980000,11-02-2023,"Megapolis Sangria Towers, Hinjewadi, , Pune, Maharashtra",1000,
1111,Adidesh,9126344444,"Sai vilasita Apartment wakad, Bhumkar Nagar, , Pune, Maharashtra",StorageBuildings,480000000,09-05-2023,"Wadgaon Sheri, , Pune, Maharashtra",1000,
1112,Adithiyan,9124400045,"The Leaf, Yewalewadi, , Pune, Maharashtra",StorageBuildings,240000000,9/13/2024,"Bhakti Apartment, Viman Nagar, , Pune, Maharashtra",1000,
1113,Sathaiah,9128474943,"Jai Jawan Awas Yojna, Hadapsar, , Pune, Maharashtra",StorageBuildings,11500000,08-11-2023,"Yahavi Pandav Nagar , Hinjawadi phase1, , Pune, Maharashtra",1000,
1114,Sathwa,9128190060,"Expat Genesis, Laxmi-Narayan Nagar, , Pune, Maharashtra",StorageBuildings,16000000,9/22/2023,"Vadgaon Sheri, , Pune, Maharashtra",1000,
1115,Sathyanan,9122001347,"On Request, Ambegaon Pathar, , Pune, Maharashtra",StorageBuildings,83000000,12-06-2023,"Yojna Nagar, Lohegaon., , Pune, Maharashtra",1000,
1116,Sathyaprakash,9123575300,"Aishwaryam Hamara, Chikhali, , Pune, Maharashtra",StorageBuildings,33300000,9/16/2023,"Goel Ganga Satellite, Wanowrie, , Pune, Maharashtra",1600,
1117,Piratheepan,9124444091,"Karia Konark Splendour, Balaji Uddyam Nagar, , Pune, Maharashtra",StorageBuildings,116000000,7/23/2023,"Mantri Residency 1, Pragati Nagar, , Pune, Maharashtra",1600,
1118,Pithambara,9121212296,"Nanded City, Sinhgad Road, , Pune, Maharashtra",StorageBuildings,200000000,10/28/2023,"Sanskruti Casa Poli, Shankar Kalat Nagar, , Pune, Maharashtra",1600,
1119,Pomana,9128807950,"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",StorageBuildings,11000000,9/15/2023,"GK Rajaveer Palace 1 and 2, Pimple Saudagar, , Pune, Maharashtra",1600,
1120,Ponmala,9120407918,"Atul Nagar Society, Warje, , Pune, Maharashtra",StorageBuildings,8000000,10/28/2023,"Pimple Gurav, , Pune, Maharashtra",1600,
1121,Geethana,9128087680,"Clover Common, Viman Nagar, , Pune, Maharashtra",StorageBuildings,17000000,6/17/2023,"Shah Ascend, Viman Nagar, , Pune, Maharashtra",1600,
1122,Geethavarshaa,9120799083,"Hadapsar, , Pune, Maharashtra",StorageBuildings,6600000,9/30/2023,"Gandhi Bafna Ayaan, Wagholi, , Pune, Maharashtra",1600,
1123,Genisa,9125190970,"Godrej Infinity, Keshav Nagar, , Pune, Maharashtra",StorageBuildings,12800000,4/22/2023,"Sai Nagari Society, Chandan Nagar, , Pune, Maharashtra",1600,
1124,Ghaiyathiri,9124938707,"Akurdi, , Pune, Maharashtra",StorageBuildings,13800000,08-12-2023,"Spurti Vihar, Ambegaon Bk, , Pune, Maharashtra",1600,
1125,Ghayasree,9124943256,"Omkar Bliss, Wagholi, , Pune, Maharashtra",StorageBuildings,12800000,12/31/2026,"Defence Area, , Pune, Maharashtra",1600,
1126,Girijana,9124594766,"Westwing Baner, Baner, , Pune, Maharashtra",StorageBuildings,12200000,10/31/2023,"Pristine Prism, Aundh, , Pune, Maharashtra",1600,
1127,Giruthi,9128954313,"Atharva Purva, Hadapsar, , Pune, Maharashtra",StorageBuildings,7690000,7/28/2024,"Hadapsar, , Pune, Maharashtra",1600,
1128,Gnaki,9906800086,"Bhandari Savannah, Wagholi, , Pune, Maharashtra",StorageBuildings,3179000,5/27/2023,"Ganga Platino, Kharadi, , Pune, Maharashtra",1600,
1129,Gnavel,9120121574,"Gulmohar Paradise Homes, Thite Nagar, , Pune, Maharashtra",StorageBuildings,11650000,9/30/2023,"Marvel Cerise, Tulaja Bhawani Nagar, , Pune, Maharashtra",1600,
1130,Gobisha,9120047079,"Marvel Zephyr, Kharadi, , Pune, Maharashtra",StorageBuildings,14600000,05-05-2023,"Margosa heights, NIBM, , Pune, Maharashtra",1600,
1131,Gojana,9120061687,"Phinix Gulmohar, Undri, , Pune, Maharashtra",StorageBuildings,11650000,05-06-2023,"Chandan Nagar, kharadi road, , Pune, Maharashtra",1600,
1132,Gokulavani,9129723816,"Karia Konark Nagar, Viman Nagar, , Pune, Maharashtra",StorageBuildings,7590000,05-12-2023,"Maharashtra Housing Board, Shastri Nagar, , Pune, Maharashtra",1600,
1133,Gopikha,9120997145,"Ruturang Society, Kothrud, , Pune, Maharashtra",StorageBuildings,8750000,10-11-2023,"Sarthi Sovereign Society, Baner, , Pune, Maharashtra",1600,
1134,Gousiya,9120087149,"Kohinoor Tinsel Town Phase 2, Hinjewadi, , Pune, Maharashtra",StorageBuildings,8890000,6/30/2023,"Panchshil Waterfront, Kalyani Nagar, , Pune, Maharashtra",1600,
1135,Gowdhami,9914505064,"Victory Towers, Hadapsar, , Pune, Maharashtra",StorageBuildings,330680,12/31/2023,"on request, Keshav Nagar, , Pune, Maharashtra",1600,
1136,Gowmitha,9901220082,"Mantra 24 West, Gahunje, , Pune, Maharashtra",StorageBuildings,304920,4/30/2023,"Forest County, Kharadi, , Pune, Maharashtra",1600,
1137,Gowraya,9910111145,"austin plaza, Wakad, , Pune, Maharashtra",StorageBuildings,1059960,11-11-2023,"Amanora Neo Towers, Hadapsar, , Pune, Maharashtra",1600,
1138,Gowrmila,9129447743,"P S Angan, Magarpatta, , Pune, Maharashtra",StorageBuildings,11950000,9/15/2024,"Panchshil Satellite Towers, Mundhwa, , Pune, Maharashtra",1600,
1139,Gowshitha,9923400025,"Megapolis Sangria Towers, Hinjewadi, , Pune, Maharashtra",StorageBuildings,448800,5/13/2023,"Hadapsar, , Pune, Maharashtra",1600,
1140,Gowthama,9129551318,"Wadgaon Sheri, , Pune, Maharashtra",StorageBuildings,8990000,8/31/2023,"New shrikrishna soc., Koregaon Park Annexe, , Pune, Maharashtra",1600,
1141,Greerthika,9129963433,"Bhakti Apartment, Viman Nagar, , Pune, Maharashtra",StorageBuildings,12090000,09-07-2023,"wellington mews apartment, Koregaon Park, , Pune, Maharashtra",1600,
1142,Grishaa,9129847776,"Yahavi Pandav Nagar , Hinjawadi phase1, , Pune, Maharashtra",StorageBuildings,13190000,9/15/2023,"Rudransh Anandwan Apartment, Baramati, , Pune, Maharashtra",1600,
1143,Gunanika,9193675200,"Vadgaon Sheri, , Pune, Maharashtra",StorageBuildings,890000,9/23/2023,"Green City Cooperative Housing Society, Hand, , Pune, Maharashtra",1600,
1144,Gunawathy,9191460916,"Yojna Nagar, Lohegaon., , Pune, Maharashtra",StorageBuildings,790000,10-01-2023,"Lohia Vallonia, Bavdhan, , Pune, Maharashtra",1800,
1145,Gyalini,9120906492,"Goel Ganga Satellite, Wanowrie, , Pune, Maharashtra",StorageBuildings,8250000,10-09-2023,"Mittal Petals Apartments, Wakad, , Pune, Maharashtra",1800,
1146,Habibah,9197497372,"Mantri Residency 1, Pragati Nagar, , Pune, Maharashtra",StorageBuildings,910800,10/17/2023,"On Request, Lohegaon, , Pune, Maharashtra",1800,
1147,Haiya,9108575859,"Sanskruti Casa Poli, Shankar Kalat Nagar, , Pune, Maharashtra",StorageBuildings,2190000,10/25/2023,"Kharadi, , Pune, Maharashtra",1800,
1148,Hamsa,9108538586,"GK Rajaveer Palace 1 and 2, Pimple Saudagar, , Pune, Maharashtra",StorageBuildings,724622,11-02-2023,"om sadan apartment, Kothrud, , Pune, Maharashtra",1800,
1149,Hamsavani,9109202077,"Pimple Gurav, , Pune, Maharashtra",StorageBuildings,1516134,11-10-2023,"Puroshottum Apartments, Model Colony, , Pune, Maharashtra",1800,
1150,Hana,9104851413,"Shah Ascend, Viman Nagar, , Pune, Maharashtra",StorageBuildings,702324,11/18/2023,"MV Akolkar Shree Mangal Building, Wakad, , Pune, Maharashtra",1800,
1151,Jil,9199583433,"Gandhi Bafna Ayaan, Wagholi, , Pune, Maharashtra",StorageBuildings,538560,11/26/2023,"Vilas Javdekar Yashwin Hinjewadi, Hinjewadi Phase 2, , Pune, Maharashtra",1800,
1152,Jineta,9197497576,"Sai Nagari Society, Chandan Nagar, , Pune, Maharashtra",StorageBuildings,827640,12-04-2023,"Sukhwani Dynasty Phase 2, Wakad, , Pune, Maharashtra",1800,
1153,Jinthusha,9100907766,"Spurti Vihar, Ambegaon Bk, , Pune, Maharashtra",StorageBuildings,480000,12-12-2023,"Ideal Spacio, Undri, , Pune, Maharashtra",1800,
1154,Jishni,9100788081,"Defence Area, , Pune, Maharashtra",StorageBuildings,702324,12/20/2023,"Clover Village, Wanowrie, , Pune, Maharashtra",1800,
1155,Jivisa,9191121413,"Pristine Prism, Aundh, , Pune, Maharashtra",StorageBuildings,9890000,12/28/2023,"Utkarsh society, Katraj, , Pune, Maharashtra",1800,
1156,Johanna,9108670100,"Hadapsar, , Pune, Maharashtra",StorageBuildings,1658389,01-05-2024,"Vadgaon Sheri, , Pune, Maharashtra",1800,
1157,Jonisha,9128698050,"Ganga Platino, Kharadi, , Pune, Maharashtra",StorageBuildings,15890000,1/13/2024,"Gulmohar Goldcoast, Rajaram Patil Nagar, , Pune, Maharashtra",1800,
1158,Joshine,9108899091,"Marvel Cerise, Tulaja Bhawani Nagar, , Pune, Maharashtra",StorageBuildings,2385684,1/21/2024,"Sushruti Apartment, Narhe, , Pune, Maharashtra",1800,
1159,Josna,9929292950,"Margosa heights, NIBM, , Pune, Maharashtra",StorageBuildings,1147080,1/29/2024,"Hrunanubandh Park 1, Old Sangvi, , Pune, Maharashtra",1800,
1160,Jothimani,9126789445,"Chandan Nagar, kharadi road, , Pune, Maharashtra",StorageBuildings,18090000,02-06-2024,"Ivy Botanica, Wagholi, , Pune, Maharashtra",1800,
1161,Jothsnika,9129962002,"Maharashtra Housing Board, Shastri Nagar, , Pune, Maharashtra",StorageBuildings,25090000,2/14/2024,"Nyati Elan, Wagholi, , Pune, Maharashtra",1800,
1162,Joyshi,9128103106,"Sarthi Sovereign Society, Baner, , Pune, Maharashtra",StorageBuildings,17290000,2/22/2024,"Sai garden, Wagholi, , Pune, Maharashtra",1800,
1163,Juliana,9108665432,"Panchshil Waterfront, Kalyani Nagar, , Pune, Maharashtra",StorageBuildings,1984352,03-01-2024,"Kohinoor Shangrilla, Morwadi, , Pune, Maharashtra",1300,
1164,Jusnavi,9196015049,"on request, Keshav Nagar, , Pune, Maharashtra",StorageBuildings,240000,03-09-2024,"Mittal Arc Vista, Dhanori, , Pune, Maharashtra",1300,
1165,Juvenitha,9129932442,"Forest County, Kharadi, , Pune, Maharashtra",StorageBuildings,11990000,3/17/2024,"Nyati Elan, Wagholi, , Pune, Maharashtra",1300,
1166,Kaakali,9126607709,"Amanora Neo Towers, Hadapsar, , Pune, Maharashtra",StorageBuildings,19090000,3/25/2024,"Vishnu Celebria, Rahatani, , Pune, Maharashtra",1300,
1167,Kaamakya,9122187776,"Panchshil Satellite Towers, Mundhwa, , Pune, Maharashtra",StorageBuildings,45590000,04-02-2024,"On Request, Prabhat Road, , Pune, Maharashtra",1300,
1168,Kaamodi,9126889006,"Hadapsar, , Pune, Maharashtra",StorageBuildings,23490000,04-10-2024,"Siddhashila Eela, Punawale, , Pune, Maharashtra",1300,
1169,Kaarmika,9126862630,"New shrikrishna soc., Koregaon Park Annexe, , Pune, Maharashtra",StorageBuildings,15690000,4/18/2024,"Sudhir Mandke Advantage Homes, Lullanagar, , Pune, Maharashtra",1300,
1170,Kaashvi,9128070892,"wellington mews apartment, Koregaon Park, , Pune, Maharashtra",StorageBuildings,17890000,4/26/2024,"Sai Smruti, Narhe, , Pune, Maharashtra",1300,
1171,Kaaviyabharathi,9125605680,"Rudransh Anandwan Apartment, Baramati, , Pune, Maharashtra",StorageBuildings,17490000,05-04-2024,"Rajashri Colony, , Pune, Maharashtra",1300,
1172,Kadambari,9192196347,"Green City Cooperative Housing Society, Handewadi, , Pune, Maharashtra",StorageBuildings,268982,05-12-2024,"on request, Lohegaon, , Pune, Maharashtra",1300,
1173,Kaetharagowry,9129170758,"Lohia Vallonia, Bavdhan, , Pune, Maharashtra",StorageBuildings,9790000,5/20/2024,"Venketeshwara Vasant Kamal Vihar, Vasant Vihar, , Pune, Maharashtra",1300,
1174,Kairvi,9192046174,"Mittal Petals Apartments, Wakad, , Pune, Maharashtra",StorageBuildings,268982,5/28/2024,"On Request, Dhankawadi, , Pune, Maharashtra",1300,
1175,Kajalsri,9192098063,"On Request, Lohegaon, , Pune, Maharashtra",StorageBuildings,365540,06-05-2024,"Goel Ganga Satellite, Wanowrie, , Pune, Maharashtra",1300,
1176,Kajavathany,9192218729,"Kharadi, , Pune, Maharashtra",StorageBuildings,268982,6/13/2024,"Narhe, , Pune, Maharashtra",1300,
1177,Kaksi,9192305894,"om sadan apartment, Kothrud, , Pune, Maharashtra",StorageBuildings,227600,6/21/2024,"Yashshree Apartment Pune, Tingre Nagar, , Pune, Maharashtra",1300,
1178,Kalaichudar,9192391037,"Puroshottum Apartments, Model Colony, , Pune, Maharashtra",StorageBuildings,268982,6/29/2024,"Saarrthi Skybay, Balewadi, , Pune, Maharashtra",1300,
1179,Kalainaayagi,9192680451,"MV Akolkar Shree Mangal Building, Wakad, , Pune, Maharashtra",StorageBuildings,213806,07-07-2024,"Kothrud, Dhanukar Colony, , Pune, Maharashtra",1300,
1180,Kalaiponmathi,9192044583,"Vilas Javdekar Yashwin Hinjewadi, Hinjewadi Phase 2, , Pune, Maharashtra",StorageBuildings,255188,7/15/2024,"K Raheja Vistas Premiere, Mohamadwadi, , Pune, Maharashtra",1300,
1181,Kalaiselvi,9192059726,"Sukhwani Dynasty Phase 2, Wakad, , Pune, Maharashtra",StorageBuildings,255188,7/23/2024,"Deepa Corner, Ambegaon Budruk, , Pune, Maharashtra",1300,
1182,Kalakaanti,9192094152,"Ideal Spacio, Undri, , Pune, Maharashtra",StorageBuildings,255188,7/31/2024,"Magarpatta Heliconia, Magarpatta, , Pune, Maharashtra",1300,
1183,Kalasaveri,9192205698,"Clover Village, Wanowrie, , Pune, Maharashtra",StorageBuildings,324158,08-08-2024,"Siddhivinayak Sunshree Kangan, NIBM, , Pune, Maharashtra",1300,
1184,Kalindi,9192376410,"Utkarsh society, Katraj, , Pune, Maharashtra",StorageBuildings,255188,8/16/2024,"Xrbia Eiffel City Phase 2, Chakan, , Pune, Maharashtra",1300,
1185,Kalpagam,9192456770,"Vadgaon Sheri, , Pune, Maharashtra",StorageBuildings,248292,8/24/2024,"Anshul Casa, Kaspate Vasti, , Pune, Maharashtra",1300,
1186,Kalvimani,9128898960,"Gulmohar Goldcoast, Rajaram Patil Nagar, , Pune, Maharashtra",StorageBuildings,15950000,09-01-2024,"Pimple Gurav, , Pune, Maharashtra",1300,
1187,Kamakya,9124867086,"Sushruti Apartment, Narhe, , Pune, Maharashtra",StorageBuildings,19590000,09-09-2024,"Satyam Greenfields, Pimpri, , Pune, Maharashtra",1300,
1188,Kamalika,9192305427,"Hrunanubandh Park 1, Old Sangvi, , Pune, Maharashtra",StorageBuildings,220704,9/17/2024,"Nexus Meridian, Pandhare Wasti, , Pune, Maharashtra",1300,
1189,Kameswari,9123059305,"Ivy Botanica, Wagholi, , Pune, Maharashtra",StorageBuildings,60890000,9/25/2024,"Bhandari Nea Plus, Sus , , Pune, Maharashtra",1300,
1190,Kamna,9106576574,"Nyati Elan, Wagholi, , Pune, Maharashtra",StorageBuildings,1548000,10-03-2024,"Shree Prabha Housing Co-Society, Bekrai Nagar, , Pune, Maharashtra",1300,
1191,Kanaka,9125678449,"Sai garden, Wagholi, , Pune, Maharashtra",StorageBuildings,20990000,10-11-2024,"Goel Ganga Estoria, Kad Nagar, , Pune, Maharashtra",1300,
1192,Kanakasaveri,9127888671,"Kohinoor Shangrilla, Morwadi, , Pune, Maharashtra",StorageBuildings,16790000,10/19/2024,"Green valley, Wanowrie, , Pune, Maharashtra",1300,
1193,Kanchanprabha,9127978596,"Mittal Arc Vista, Dhanori, , Pune, Maharashtra",StorageBuildings,11090000,10/27/2024,"Gulmohar Notting Hill, Kondhwa Budruk, , Pune, Maharashtra",1300,
1194,Kangsha,9126836931,"Nyati Elan, Wagholi, , Pune, Maharashtra",StorageBuildings,14050000,11-04-2024,"Anmol Residency, Wakad, , Pune, Maharashtra",1300,
1195,Kanimozhi,9128055801,"Vishnu Celebria, Rahatani, , Pune, Maharashtra",StorageBuildings,12090000,11-12-2024,"Nimhan Onella Nest Phase 2, Sus , , Pune, Maharashtra",1300,
1196,Kanita,9127604745,"On Request, Prabhat Road, , Pune, Maharashtra",StorageBuildings,12790000,11/20/2024,"Mhada Chs, Morwadi, , Pune, Maharashtra",1300,
1197,Kankalini,9127621356,"Siddhashila Eela, Punawale, , Pune, Maharashtra",StorageBuildings,11790000,11/28/2024,"Shriniwas Westside County, Pimple Gurav, , Pune, Maharashtra",1300,
1198,Kannila,9106555150,"Sudhir Mandke Advantage Homes, Lullanagar, , Pune, Maharashtra",StorageBuildings,1538431,12-06-2024,"Swapndeep Niwas Tukai Darshan, Tukai Darshan, , Pune, Maharashtra",1300,
1199,Kantha,9106565857,"Sai Smruti, Narhe, , Pune, Maharashtra",StorageBuildings,869547,12/14/2024,"Darode Jog Shriniwas Q Homes, Kharadi, , Pune, Maharashtra",1300,
1200,Kanushi,9129095348,"Rajashri Colony, , Pune, Maharashtra",StorageBuildings,9490000,12/22/2024,"Bramha Majestic, Kondhwa, , Pune, Maharashtra",1300,
1201,Kapalini,9106558899,"on request, Lohegaon, , Pune, Maharashtra",StorageBuildings,1890000,12/30/2024,"Gagan Utopia, Keshav Nagar, , Pune, Maharashtra",1300,
1202,Karamdeep,9106558811,"Venketeshwara Vasant Kamal Vihar, Vasant Vihar, , Pune, Maharashtra",StorageBuildings,1890000,01-07-2025,"Clover Heights, Wanowrie, , Pune, Maharashtra",1300,
